Year,Make,Model,Trim,Body,Transmission,Vehicle Identification Number,Odometer,Seller,Market Price,Selling Price,Sale Date,State
2014,Chevrolet,Cruze,LTZ,sedan,Automatic,1g1pg5sb8e7400871,27854,Gm Remarketing,13950,14000,2015-06-16,Colorado
2011,Scion,xB,Base,Wagon,Automatic,jtlze4fe5b1137813,58967,Remarketing By Ge/Xpress Rent A Car,9350,10500,2015-01-27,California
2004,Dodge,Intrepid,SXT,Sedan,Automatic,2b3hd56g04h608497,160366,Dt Inventory,825,400,2015-05-28,California
2013,Lincoln,MKZ,Base,sedan,Automatic,3ln6l2g92dr827971,12336,Ford Motor Credit Company Llc,22200,21800,2015-06-17,Tennessee
2013,Kia,Forte,Koup EX,Koup,Automatic,knafu6a24d5741937,42555,Kia Motors Finance,9650,11000,2015-03-04,Texas
2008,Chevrolet,TrailBlazer,Fleet,suv,Automatic,1gnds13s482228492,113783,Unique Automotive Ltd,5200,4900,2015-06-16,California
2001,Toyota,Highlander,V6,SUV,Automatic,jtegf21a410008566,309178,Gosch Ford,3325,3000,2015-01-22,California
2008,Honda,CR-V,EX,suv,Automatic,jhlre485x8c009835,82315,Westbury Jeep Chrysler Dodge Inc,10850,8800,2015-06-16,Pennsylvania
2002,MINI,Cooper,Base,Hatchback,Manual,wmwrc334x2tc36042,62797,Lexus Of Las Vegas,4000,3600,2014-12-18,Nevada
2005,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4gp54l85r532542,120409,Coggin Honda Of Ft Pierce,3125,2200,2015-01-20,Florida
2013,Chevrolet,Spark,2LT,hatchback,Automatic,kl8cf6s98dc529221,51890,The Hertz Corporation,7500,8000,2015-06-09,Ohio
2014,Ford,Focus,SE,Sedan,Automatic,1fadp3f20el266282,36320,Ars/Avis Budget Group,10500,10600,2015-05-26,Missouri
2014,Toyota,RAV4,LE,SUV,Automatic,2t3bfrevxew211709,6854,Toyota Financial Services,21100,22300,2015-02-17,Ohio
2003,Ford,Econoline Cargo,E-250,Van,Automatic,1ftne24283ha50892,191786,Ge Fleet Services For Itself/Servicer,2300,2400,2015-02-25,Washington
2010,Nissan,Rogue,S,suv,Automatic,jn8as5mt2aw023458,36481,Elizabeth Andrus - Trustee,10600,11700,2015-05-28,Louisiana
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h95er308724,27429,Avis Budget Group,16500,16800,2015-02-19,Tennessee
2003,Nissan,Altima,2.5 SL,Sedan,Automatic,1n4al11d73c130269,187617,Autonation Nissan Clearwater,1650,1800,2015-01-13,Florida
2007,Volvo,XC90,3.2,suv,Automatic,yv4cy982971355864,95769,Unique Autos,5950,8500,2015-07-09,Nevada
2007,Chevrolet,Colorado,LT,Crew Cab,Automatic,1gccs139578211519,87114,Chrysler Capital,8275,8200,2015-01-13,Tennessee
2003,Nissan,Sentra,SE-R,Sedan,Manual,3n1ab51d43l726564,93541,Autonation Honda Clearwater,1425,2600,2015-01-20,Florida
2008,Subaru,Impreza,WRX,hatchback,Manual,jf1gh74628g818871,85518,San Diego Sports Cars,11050,14500,2015-05-27,California
2014,Kia,Sorento,LX,SUV,Automatic,5xykt3a67eg488885,37321,Avis Corporation,16000,16000,2015-01-07,Texas
2006,Ford,Ranger,XLT,supercab,Manual,1ftyr14u96pa32344,160266,Newport Acceptance Corp,4875,4700,2015-06-17,California
2012,Chevrolet,Sonic,LT,Sedan,Automatic,1g1jc5sh0c4130166,58891,Fiserv,6875,7900,2015-01-22,Indiana
2007,Chevrolet,Impala,LT,Sedan,Automatic,2g1wc58r179229734,118000,Wells Fargo Dealer Services,4375,5300,2015-01-07,Texas
2012,GMC,Sierra 2500HD,Denali,Crew Cab,Automatic,1gt125e89cf114557,99821,Pm Standley Motorcars,38700,37500,2015-01-14,Texas
2012,Ford,Transit Connect,Cargo Van XLT,Minivan,Automatic,nm0ls7dn3ct084479,50880,Ford Motor Credit Company Llc,13400,14900,2015-01-22,California
2011,Acura,MDX,Base,suv,Automatic,2hnyd2h21bh507863,18585,Lexus Of Tacoma At Fife,26500,25900,2015-05-27,Washington
2002,Ford,Ranger,XLT,regular cab,Automatic,1ftyr10d72pb01418,157687,Five Star Ford Lincoln Mercury,1700,2200,2015-05-29,Georgia
2013,Nissan,Quest,SV,Minivan,Automatic,jn8ae2kp2d9064736,58649,The Hertz Corporation,15100,15400,2015-01-14,California
2011,Nissan,Altima,2.5,Sedan,Automatic,1n4al2apxbn466291,46260,Auto Depot,11600,11600,2015-02-10,California
2008,BMW,7 Series,750Li,Sedan,Automatic,wbahn83568dt83261,94189,Credit Acceptance Corp/Vrs/Southfield,13800,12400,2015-02-26,Michigan
2014,Subaru,Forester,2.5i Limited PZEV,SUV,Automatic,jf2sjajc6eh553475,3576,Town & Country Motors Ii,24600,25400,2014-12-18,Georgia
2013,Ford,Fusion,Titanium,sedan,Automatic,3fa6p0d99dr322579,28240,Ford Motor Credit Company Llc,19600,19600,2015-06-04,Michigan
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gx3euc46783,32216,Avis Budget Group,16450,16700,2015-02-10,Missouri
2005,Chevrolet,Impala,Base,Sedan,Automatic,2g1wf52e259109354,136155,Titlemax/San Diego Ca1,2050,1100,2015-02-18,California
2013,Nissan,Murano,SV,suv,Automatic,jn8az1mw9dw303784,34151,Gm Financial,17450,17000,2015-05-28,Arizona
2007,Chrysler,Sebring,Touring,Sedan,Automatic,1c3lc56k07n507413,83876,Gm Financial,5075,6100,2015-03-10,Georgia
2011,Nissan,Armada,Platinum,SUV,Automatic,5n1ba0nd9bn619456,35876,Nissan Motor Acceptance Corporation,21500,26600,2015-02-04,Texas
2012,Honda,Civic,LX,Sedan,Automatic,19xfb2f57ce027596,35771,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,11950,10300,2015-02-05,Illinois
2013,Chrysler,300,C,sedan,Automatic,2c3ccakt9dh667138,26819,Chrysler Capital,23400,22000,2015-06-04,Michigan
2013,Chrysler,200,LX,Sedan,Automatic,1c3ccbab6dn647225,40579,Honda Of Serramonte,10700,10300,2014-12-17,California
2006,Ford,F-150,XLT,SuperCrew,Automatic,1ftpw12v46fb27495,77788,Donlen Corporation,10950,11100,2015-05-21,Mississippi
2014,Chevrolet,Silverado 1500,LTZ,Crew Cab,Automatic,3gcuksecxeg157046,66104,Woodhouse Ford Inc,33600,32250,2015-05-28,Texas
2007,Chevrolet,Suburban,1500 LS,SUV,Automatic,1gnfk16317j166759,152374,Walters Auto Sales/Service Inc,11100,11000,2015-03-03,California
1998,Saturn,S-Series,SW2,wagon,Automatic,1g8zk8270wz260763,154583,Dt Inventory,775,375,2015-06-02,Tennessee
2012,Nissan,Rogue,S,suv,Automatic,jn8as5mv2cw389974,27453,Nissan-Infiniti Lt,13850,13400,2015-05-27,Washington
2006,Jeep,Commander,Base,SUV,Automatic,1j8hh48k26c106944,142908,Westfall Auto Sales,5375,4900,2015-02-18,Louisiana
2012,Ford,Fusion,SE,Sedan,Automatic,3fahp0haxcr194591,74311,Primeritus Remarketing/Aas,9300,9600,2015-03-02,North Carolina
2012,Cadillac,CTS,Base,Sedan,Automatic,1g6dc5e5xc0119644,19521,Fiserv/Usb Dealer Services Northstar Exchange,19850,19800,2015-02-05,Ohio
2013,Chevrolet,Sonic,LT,Sedan,Automatic,1g1jc5shxd4206722,35253,Dollar Rac/Portland,9575,9600,2015-01-27,Oregon
2007,Ford,F-150,XL,SuperCab,Automatic,1ftpx12vx7kd52106,200136,Ge Fleet Services For Itself/Servicer,3175,3400,2015-02-19,Texas
2013,Toyota,Corolla,S,Sedan,Automatic,5yfbu4ee7dp082703,62900,World Omni Financial Corporation,10700,8900,2014-12-18,Georgia
2001,Lexus,LS 430,Base,Sedan,Automatic,jthbn30f210012165,206995,Primeritus Remarketing/Five Star Car And Truck,5000,5900,2015-02-12,Virginia
2006,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zt538x6f134977,125004,Automotive Credit Corp,2975,2500,2015-01-13,Maryland
2010,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcrkse34ag278932,64525,Wholesale Inc # 2,21200,28000,2015-02-25,Tennessee
2013,FIAT,500,Pop,Hatchback,Automatic,3c3cffar3dt684499,23305,Practical Car Rental/Emak Industries Inc,8300,8400,2015-05-28,Florida
2006,HUMMER,H2,Base,SUV,Automatic,5grgn23u06h103230,105340,American Road Leasing Inc,19450,19000,2015-01-29,California
2013,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg7dr632343,25402,Chrysler Capital,17900,17100,2015-06-02,Ohio
2014,Dodge,Grand Caravan,R/T,Minivan,Automatic,2c4rdgegxer337766,18333,General American Rentals,19150,20400,2015-02-11,Pennsylvania
2011,Chevrolet,Malibu,LT1,Sedan,Automatic,1g1zc5euxbf391416,67027,Santander Consumer,8600,9400,2015-02-02,North Carolina
2014,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk7eu443618,15508,Santander Consumer,16550,15700,2015-01-15,Florida
2000,Mitsubishi,Montero Sport,XLS,SUV,Automatic,ja4mt31h5yp057077,192243,Credit Acceptance Corp/Vrs/Southfield,1275,1700,2015-02-09,North Carolina
2012,Chevrolet,Colorado,2LT,Crew Cab,Automatic,1gchtdfe2c8143123,32852,Exceptional Motorcar Llc,22800,22000,2015-01-06,Ohio
2008,Mazda,CX-9,Grand Touring,SUV,Automatic,jm3tb28a980123069,136257,Century Sales & Leasing Inc,7650,8600,2015-02-17,Missouri
2011,Kia,Optima,EX Turbo,Sedan,Automatic,knagn4a6xb5160853,63659,Hyundai Motor Finance,11850,12100,2014-12-30,Ohio
2012,Dodge,Charger,SXT,sedan,Automatic,2c3cdxhg9ch187514,31366,Td Auto Finance,18650,17400,2015-06-03,Texas
2008,BMW,5 Series,535xi,sedan,Automatic,wbanv93558cz67892,98596,Financial Services Remarketing (Repos),11200,9750,2015-06-16,Ohio
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap7cm622866,34159,Nissan Infiniti Lt,20600,19600,2015-01-21,Texas
2014,Mazda,Mazda6,i Sport,Sedan,Automatic,jm1gj1u62e1137748,34146,Avis Corporation,16150,16300,2015-02-25,Texas
2013,Chrysler,200,LX,sedan,Automatic,1c3ccbab5dn646857,75323,Santander Consumer,8000,8500,2015-06-17,Florida
2012,Mitsubishi,Galant,ES,Sedan,Automatic,4a32b3ff5ce024184,31826,All Makes Auto Sales Inc,9500,8000,2014-12-31,New Jersey
2011,Hyundai,Sonata,Limited,Sedan,Automatic,5npec4ac9bh153897,155482,Westfall Auto Sales,8250,8700,2015-01-27,Florida
2013,Dodge,Challenger,SXT,Coupe,Automatic,2c3cdyag3dh718661,36547,John Bleakley Ford Inc,17500,17600,2015-02-10,Georgia
2010,Chevrolet,Impala,LT,Sedan,Automatic,2g1wb5en1a1250545,101151,Ally,6075,5900,2015-01-15,Illinois
2008,Chevrolet,Malibu,LTZ,Sedan,Automatic,1g1zk57b48f274437,68255,Hatfield Kia,8050,7400,2015-02-17,Ohio
2012,Mazda,Mazda3,i Touring,Sedan,Automatic,jm1bl1v73c1551940,61630,The Hertz Corporation,8350,7901,2014-12-17,Florida
2005,MINI,Cooper,S,Hatchback,Automatic,wmwre33555tg98127,128271,Audi South Orlando,3875,3900,2015-05-19,Florida
2014,Volvo,XC60,3.2,SUV,Automatic,yv4940dlxe2516603,14230,Volvo Na Rep/World Omni,29100,29000,2014-12-18,California
2014,Dodge,Avenger,SE,Sedan,Automatic,1c3cdzab6en148934,10017,Chrysler Capital,12350,12000,2014-12-30,Indiana
2013,Jeep,Wrangler,Unlimited Sport,SUV,Manual,1c4bjwdg0dl667610,14284,Tdaf Remarketing,26100,27400,2015-01-20,Florida
2009,Ford,Taurus,SEL,Sedan,Automatic,1fahp24w19g106234,101264,Mike Albert Fleet Solutions,5475,6500,2015-01-21,Washington
2015,Mazda,CX-5,Touring,SUV,Automatic,jm3ke2cy3f0436199,27234,Enterprise Veh Exchange/Rental,18200,18400,2015-02-24,North Carolina
2012,Jeep,Wrangler,Unlimited Sahara,SUV,Automatic,1c4bjweg7cl124719,35620,Hopper Motorplex Inc,26700,29500,2015-02-04,Texas
2014,Ram,2500,SLT,crew cab,Automatic,3c6ur5dl1eg123986,53742,Hopper Motorplex Inc,32500,40200,2015-06-03,Texas
2005,Honda,Odyssey,EX-L,minivan,Automatic,5fnrl38695b412936,167899,Capital One Auto Finance,4625,3700,2015-06-02,Georgia
2002,Ford,Explorer,XLT,SUV,Automatic,1fmdu63e32zc40704,188028,Nalley Toyota Of Roswell,1150,2000,2015-01-13,Georgia
2011,Toyota,Sienna,Base 7-Passenger,Minivan,Automatic,5tdzk3dc2bs031578,105980,Vpsi  Inc,10950,12750,2014-12-31,California
2012,BMW,5 Series,528i,sedan,Automatic,wbaxg5c55cdx03585,63092,Financial Services Remarketing (Lease),22800,23500,2015-06-02,California
2012,Infiniti,M,M37x,Sedan,Automatic,jn1by1ar4cm393327,47241,Nissan Infiniti Lt,23400,25250,2015-02-25,New Jersey
2013,Buick,Regal,Premium 1,sedan,Automatic,2g4gs5er8d9141614,54486,The Hertz Corporation,11850,9800,2015-06-18,Texas
2008,Chrysler,Sebring,LX,Sedan,Automatic,1c3lc46k98n233592,155744,Par North America,3025,1700,2014-12-18,Illinois
2012,Ford,Fusion,SEL,Sedan,Automatic,3fahp0ja1cr445668,45808,Usaa Fleet,11850,10400,2015-01-14,Texas
2006,Toyota,Highlander,Base,SUV,Automatic,jtegp21a460097740,191010,Autonation Toyota Scion Weston,5250,3700,2015-01-20,Florida
2014,Kia,Forte,LX,Sedan,Manual,knafk4a6xe5184191,4793,Kia Motors Finance,13300,12100,2015-01-07,Texas
2004,Toyota,Land Cruiser,Base,SUV,Automatic,jteht05jx42065570,196418,R Hollenshead Auto Sales Inc,13250,12800,2015-02-20,Pennsylvania
2006,Suzuki,Grand Vitara,Luxury,SUV,Automatic,js3td947564100479,93286,Valley Kia,4750,5200,2015-01-22,California
2003,Dodge,Neon,SE,Sedan,Manual,1b3es26c23d169156,130219,Select Remarketing Group Llc/Anderson Financial,1100,600,2015-01-21,Virginia
2012,Nissan,Altima,2.5 S,Coupe,Automatic,1n4al2ep8cc153800,38829,Nissan-Infiniti Lt,12950,14750,2015-01-20,California
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gxxeua49822,11250,Ford Motor Credit Company Llc,17650,18300,2015-01-07,New Jersey
2014,Nissan,NV Cargo,3500 S,Van,Automatic,1n6af0ly9en101971,36507,Enterprise Veh Exchange/Rental,21700,22500,2015-01-16,Pennsylvania
2011,Ford,Taurus,SEL,Sedan,Automatic,1fahp2ew3bg139353,115916,Coast Sports Cars Inc,9450,8750,2015-02-04,California
2006,Ford,Fusion,SE,Sedan,Automatic,3fafp07136r188290,174888,Santander Consumer,2550,2300,2015-03-10,Georgia
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap6cn533390,62038,The Hertz Corporation,10200,10500,2015-01-20,Maryland
2008,Honda,Accord,EX,Sedan,Automatic,jhmcp267x8c004316,134246,Wells Fargo Dealer Services,6950,7000,2015-01-29,Georgia
2011,Ford,Transit Connect,Cargo Van XLT,Minivan,Automatic,nm0ls7bn5bt045152,122060,Ge Fleet Services For Itself/Servicer,8475,7800,2015-01-08,Massachusetts
2010,Dodge,Ram Pickup 1500,ST,Quad Cab,Automatic,1d7rv1gt6as224609,71787,Midtown Motors,18500,16700,2015-01-14,Tennessee
2012,Hyundai,Veloster,Base,Hatchback,Manual,kmhtc6ad3cu022818,34436,Woodall Auto Wholesale Inc,12100,13000,2015-02-10,Florida
2011,BMW,X5,xDrive35i,SUV,Automatic,5uxzv4c50bl741322,22236,Braman Motors,29900,26600,2015-06-11,Florida
2007,MINI,Cooper,Base,hatchback,Manual,wmwmf33557tu61354,53972,High Bid Trading Co Inc,6650,7200,2015-05-27,California
2012,Toyota,Yaris,Fleet,Sedan,Automatic,jtdbt4k30cl030889,30294,Oriental Bank,8875,9300,2015-01-29,Puerto Rico
2012,Kia,Soul,+,Wagon,Automatic,kndjt2a64c7377789,100818,Wells Fargo Dealer Services,8125,6300,2015-03-10,Maryland
2012,Buick,Regal,Base,Sedan,Automatic,2g4gr5ekxc9132149,34369,Fiserv/Usb Dealer Services Northstar Exchange,13550,14900,2015-03-10,Ohio
2014,Dodge,Grand Caravan,SXT,Minivan,Automatic,2c4rdgcg9er263288,15641,Tdaf Remarketing,17000,17600,2015-01-14,Missouri
2014,Hyundai,Tucson,SE,SUV,Automatic,km8jucag1eu826289,19169,Enterprise Veh Exchange/Rental,19750,19500,2015-01-27,Maryland
2011,Nissan,Leaf,SL,Hatchback,Automatic,jn1az0cp8bt007706,34377,Nissan-Infiniti Lt,9775,9100,2015-01-21,Washington
2009,Pontiac,G6,Base,Sedan,Automatic,1g2zj57b994249416,73881,Jack Key Nissan,6675,4700,2015-05-21,Texas
2012,Ford,F-150,XLT,SuperCrew,Automatic,1ftew1cm9cfa42192,41924,Ford Motor Credit Company Llc,21500,21900,2015-02-19,Texas
2005,Nissan,Sentra,1.8 S,Sedan,Automatic,3n1cb51d85l573859,117220,Santander Consumer,2625,2100,2015-02-10,Illinois
2015,Kia,Sorento,LX,suv,Automatic,5xyktda76fg645743,10839,Kia Motors America  Inc,21200,20200,2015-06-17,Florida
2008,BMW,X5,3.0si,SUV,Automatic,5uxfe43568l008171,122923,Lexus Of Watertown,12850,14100,2015-01-20,Massachusetts
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,Automatic,wdcgg8jbxdg005576,36898,The Hertz Corporation,27100,27100,2014-12-31,Texas
2012,Ram,2500,SLT,Crew Cab,Automatic,3c6ud5jl3cg158254,28712,Tdaf Remarketing,32500,33000,2015-03-04,Colorado
2012,Chevrolet,Cruze,1LT,Sedan,Automatic,1g1pf5sc1c7379211,62157,The Hertz Corporation,8800,8300,2015-02-17,Massachusetts
2013,Hyundai,Veloster,Turbo,hatchback,Manual,kmhtc6ae0du173397,13,Hyundai Motor America/Co Car,15950,14100,2015-06-16,California
2012,Volkswagen,Tiguan,S,SUV,Automatic,wvgav7ax2cw004428,29823,Vw Credit,13850,12000,2015-01-29,California
2008,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zj57bx8f196622,96670,Dt Credit Corporation,6575,5300,2015-02-05,Ohio
2012,Volkswagen,Passat,SE,Sedan,Automatic,1vwbh7a3xcc044218,24670,Vw Credit Prequalified,12500,14200,2015-02-10,Florida
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f27dl343602,53322,Dollar Thrifty Automotive Group,9075,9000,2015-05-26,Georgia
2003,Chevrolet,S-10,LS,Crew Cab,Automatic,1gcdt13x43k135255,1,1St Source Bank,6400,400,2015-05-20,New Mexico
2012,Chevrolet,Sonic,LS,Sedan,Automatic,1g1ja5sh5c4222640,54746,Santander Consumer,6850,7100,2015-02-18,Texas
2012,Infiniti,M,M37,Sedan,Automatic,jn1by1ap8cm332044,39936,Nissan Infiniti Lt,25500,25250,2015-01-15,California
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f27dl233195,20870,Ford Motor Credit Company Llc,11300,10500,2015-02-12,Illinois
2013,Dodge,Dart,SXT,Sedan,Automatic,1c3cdfba7dd321238,36750,Enterprise Veh Exchange/Rental,10850,12300,2015-01-27,Florida
2004,GMC,Envoy XL,SLT,SUV,Automatic,1gket16s246135807,185509,Fred Anderson Toyota/Scion,2500,3200,2015-02-23,North Carolina
2004,Jaguar,XJ-Series,XJ8,Sedan,Automatic,sajwa71c94sg28081,111677,Remarketing By Ge/Hardy Automotive Llc,3825,4000,2015-03-06,Florida
2014,Kia,Rio,LX,Sedan,Automatic,knadm4a35e6399589,8728,Kia Motors America  Inc,11600,12800,2015-02-17,California
2012,Nissan,Rogue,SV,suv,Automatic,jn8as5mv8cw388635,28768,Nissan-Infiniti Lt,14750,13800,2015-06-03,Texas
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap5dc914683,21461,Nissan-Infiniti Lt,14600,13600,2014-12-19,Pennsylvania
2005,Ford,Thunderbird,Premium,Convertible,Automatic,1fahp60a45y106542,92051,Wells Fargo Financial Acceptance,9200,7100,2015-02-18,Tennessee
2013,Dodge,Avenger,SE,sedan,Automatic,1c3cdzab7dn644792,43431,First Investors Servicing Corp,9800,9300,2015-06-03,Virginia
2013,Chevrolet,Equinox,LT,SUV,Automatic,2gnfleek8d6211945,70271,Wheels Exchange Llc,14800,14800,2015-01-06,North Carolina
2013,Honda,Civic,Si,Coupe,Manual,2hgfg4a52dh706087,5674,Ahfc/Honda Lease Trust/Hvt  Inc.,17900,18200,2015-02-27,Pennsylvania
2012,BMW,3 Series,328i,Convertible,Automatic,wbadw7c58ce729514,16386,R Hollenshead Auto Sales Inc,30100,30750,2015-01-16,Pennsylvania
2013,Mercedes-Benz,GLK-Class,GLK350,SUV,Automatic,wdcgg5hb4dg064272,11413,Cm Investments,31400,31000,2015-02-11,Texas
2011,Chrysler,Town and Country,Touring,Minivan,Automatic,2a4rr5dgxbr641452,80990,Nicholas Financial Inc/Clearwater,10100,8700,2015-02-12,Florida
2013,Mercedes-Benz,C-Class,C250,coupe,Automatic,wddgj4hb6dg056312,30413,Mercedes-Benz Financial Services,22700,22500,2015-06-17,Florida
2008,Mitsubishi,Eclipse,GS,Hatchback,Automatic,4a3ak24f68e025702,131952,Fiserv/Security National Automotive Accept Corp,3825,2900,2015-02-11,Wisconsin
2013,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb8d7224540,41311,Jpmorgan Chase Bank N.A.,10900,9300,2015-05-27,Minnesota
2012,MINI,Cooper,Base,Hatchback,Automatic,wmwsu3c51ct260073,12653,Bmw Mini Financial Services,14400,15000,2015-03-04,California
2012,Lincoln,MKZ,Base,sedan,Automatic,3lnhl2gc8cr802589,13308,Ford Motor Credit Company Llc Pd,16100,16000,2015-06-16,Georgia
2014,Chevrolet,Impala,LT,Sedan,Automatic,1g1115sl3eu164258,14654,Platinum Auto Group Inc,19500,19100,2015-05-21,Ohio
2007,Toyota,Yaris,Base,Sedan,Automatic,jtdbt923971169904,87866,Sheehy Nissan,4625,4800,2015-02-10,Maryland
2011,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1j4rr4gg1bc530724,115786,Firkins Chrysler Jeep Dodge,15950,14800,2015-05-26,Florida
2007,Dodge,Caravan,SE,Minivan,Automatic,1d4gp25b77b247842,91633,Oriental Bank,3100,1500,2015-03-05,Puerto Rico
2012,Chevrolet,Sonic,LS,sedan,Automatic,1g1ja5sh6c4223263,52442,Santander Consumer,7025,2900,2015-06-03,Texas
2013,Mazda,CX-9,Touring,SUV,Automatic,jm3tb2cv4d0411523,41184,Avis Corporation,19250,19200,2014-12-30,Florida
2014,Chevrolet,Cruze,1LT,Sedan,Automatic,1g1pc5sb1e7113724,33492,Avis Corporation,11800,11700,2015-02-11,Texas
2014,Ford,Escape,SE,suv,Automatic,1fmcu0gx4euc93711,10292,Ge Fleet Services For Itself/Servicer,17650,17500,2015-06-12,Florida
2012,Mazda,Mazda3,i Touring,Hatchback,Automatic,jm1bl1l83c1602347,47725,Jpmorgan Chase Bank N.A.,11050,11500,2014-12-23,California
2009,Pontiac,G6,Base,Sedan,Automatic,1g2zg57b794119505,132576,Remarketing By Ge/Summit Financial Corp,4150,4700,2015-03-03,Florida
2013,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h77dr257370,117472,Ari,10950,9000,2015-02-05,Indiana
2011,Toyota,Camry,Base,Sedan,Automatic,4t1bf3ek5bu182806,27651,Gm Financial,11400,5300,2015-01-20,Tennessee
2002,Ford,Explorer,XLT,SUV,Automatic,1fmzu63e42zc10195,153391,Challenge Financial Services,1725,2000,2015-02-11,Texas
2003,Volkswagen,New Beetle,GL,hatchback,Automatic,3vwbk21c03m424431,148762,Credit Acceptance Corp/Vrs/Southfield,1200,500,2015-06-02,Maryland
2008,Ford,F-150,STX,Regular Cab,Automatic,1ftrf12268kd88751,76969,Santander Consumer,5725,7000,2015-01-29,Florida
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,Automatic,wddhf8jbxda714062,25723,Mercedes-Benz Financial Services,31700,30000,2014-12-30,Ohio
2002,Dodge,Grand Caravan,ES,Minivan,Automatic,2b8gp54l12r793809,153080,Autopay,1375,800,2014-12-22,North Carolina
2013,Ford,Explorer,Limited,SUV,Automatic,1fm5k8f87dgc53403,43056,Ars/Avis Budget Group,28100,27600,2015-02-10,Ohio
2008,Lexus,RX 400h,Base,SUV,Automatic,jtjhw31u782866523,154519,Wzs Auto Sales Inc,10850,9000,2015-02-11,New Jersey
2005,Dodge,Durango,Limited,SUV,Automatic,1d8hd58dx5f515900,173164,Dt Credit Corporation,2825,2400,2015-01-28,Texas
2014,Nissan,Juke,NISMO,Hatchback,Automatic,jn8af5mv5et366441,2187,Nissan North America Inc.,21900,20750,2015-05-26,California
2008,Mazda,CX-7,Grand Touring,SUV,Automatic,jm3er293080186517,81905,Vantage West Credit Union,7975,7600,2015-02-25,Arizona
2013,Kia,Sorento,EX,SUV,Automatic,5xyku4a24dg347285,46396,T. James Motorsports Llc,17950,20000,2015-05-26,Georgia
2013,Ford,Escape,SEL,SUV,Automatic,1fmcu9h90duc79064,10580,Ford Motor Credit Company Llc,22400,22800,2015-02-03,Washington
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h78er308828,16370,Avis Budget Group,15950,15500,2015-01-15,Florida
2010,MINI,Cooper,S,Hatchback,Automatic,wmwmf7c55atz71153,102318,East Bay Bmw,8025,7400,2015-02-25,California
2012,Jeep,Wrangler,Unlimited Sahara,SUV,Automatic,1c4bjweg9cl179253,32479,Automobiles Paille Inc,28000,24800,2015-05-21,Michigan
2014,Dodge,Avenger,SE,Sedan,Automatic,1c3cdzab2en219689,25493,Chrysler Capital,11400,10000,2015-05-27,Texas
2013,Dodge,Durango,Crew,SUV,Automatic,1c4rdhdg0dc643616,43117,Primeritus Remarketing/Mag Interests,21800,22900,2015-05-27,Texas
2005,Ford,Mustang,GT Premium,coupe,Automatic,1zvft82h755161102,57754,Rvr,10600,9500,2015-05-27,California
2008,GMC,Sierra 1500,SLE1,Crew Cab,Automatic,3gtec13j58g212410,135254,Lawler Motor Sports Inc,12700,13100,2015-02-18,Texas
2008,Toyota,Tundra,Limited,Double Cab,Automatic,5tfbv58188x079439,100535,Hayes Chrysler Dodge Jeep Inc,20100,13300,2015-02-19,Georgia
2012,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4ee0cc805967,61096,The Hertz Corporation,9350,8501,2015-02-19,Florida
